fbref_id,ime,tekmovanja,tekme,min,goli,asistence,G+A
29dd3b2e,Jones El-Abdellaoui,"['la_liga', 'europa_league', 'copa_del_rey']",31,1181,3,0,3
88824111,Tay Abed,['la_liga'],7,93,0,0,0
2bc7f211,Abdel Abqar,"['la_liga', 'copa_del_rey']",24,1457,0,2,2
2ccd39ed,Akor Adams,"['la_liga', 'copa_del_rey']",33,2154,10,4,14
f76e6b4e,Adrián,"['la_liga', 'copa_del_rey']",6,540,0,0,0
4b00cd47,David Affengruber,"['la_liga', 'copa_del_rey']",39,3093,1,2,3
a2c1a8d3,Julen Agirrezabala,"['la_liga', 'copa_del_rey']",19,1710,0,0,0
8bc8829a,Lucien Agoume,"['la_liga', 'copa_del_rey']",36,2799,1,4,5
2b16b2f5,Diego Aguado,['la_liga'],1,30,0,0,0
5a705641,Marc Aguado,"['la_liga', 'copa_del_rey']",39,2628,1,3,4
291b4b43,Pablo Agudín,"['la_liga', 'copa_del_rey']",8,155,0,0,0
b54895ce,Ibai Aguirre,"['la_liga', 'segunda_division']",22,1630,0,2,2
7244b474,Lucas Ahijado,"['la_liga', 'copa_del_rey']",21,1218,0,1,1
18abe173,Joseph Aidoo,"['la_liga', 'europa_league', 'copa_del_rey']",12,874,0,0,0
b8bd60fe,Ilias Akhomach,"['la_liga', 'champions_league', 'conference_league', 'copa_del_rey']",31,1359,2,3,5
05439de2,David Alaba,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",16,581,0,0,0
3ed2a79b,Alexandre Alemão,"['la_liga', 'liga_mx', 'conference_league', 'leagues_cup', 'copa_del_rey']",43,1951,9,0,9
6c811eb7,Carles Aleñá,"['la_liga', 'copa_del_rey']",38,2196,0,4,4
cd1acf9d,Trent Alexander-Arnold,"['la_liga', 'champions_league']",30,1790,0,5,5
1c772b46,Alfon,"['la_liga', 'copa_del_rey']",23,798,3,0,3
27f33438,Thiago Almada,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",40,1712,4,2,6
e6697917,André Almeida,"['la_liga', 'copa_del_rey']",25,1189,0,3,3
f4290206,Marcos Alonso,"['la_liga', 'europa_league']",43,3756,1,0,1
757a3431,Adrià Altimira,"['la_liga', 'segunda_division', 'copa_del_rey']",27,2220,1,5,6
94acdd4e,Sergi Altimira,"['la_liga', 'europa_league', 'copa_del_rey']",40,2177,2,3,5
56bcaaa0,Carlos Álvarez,['la_liga'],30,1890,3,1,4
6f392eb8,Hugo Álvarez,"['la_liga', 'europa_league', 'copa_del_rey']",38,1927,4,3,7
15ab5a2b,Julián Álvarez,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",49,3531,20,9,29
3ecc11d8,Yeray Álvarez,['la_liga'],7,513,0,0,0
5a2cb25d,Sofyan Amrabat,"['la_liga', 'super_lig', 'europa_league']",25,1708,1,0,1
161386a9,Manuel Ángel,"['la_liga', 'champions_league', 'copa_del_rey']",7,133,0,0,0
56cafd0a,Miguel Ángel Rubio,"['la_liga', 'copa_del_rey']",14,386,1,0,1
5a0a95a3,Miguel Ángel Sierra,"['la_liga', 'copa_del_rey']",5,70,0,0,0
9a256fcf,Andrés Antañón,"['la_liga', 'copa_del_rey']",3,89,0,0,0
af784a9e,Antoniu,"['la_liga', 'copa_del_rey']",15,380,0,0,0
99127249,Antony,"['la_liga', 'europa_league', 'copa_del_rey']",46,3481,14,10,24
58afe001,Mauro Arambarri,['la_liga'],37,3249,6,2,8
dc7a172e,Jon Aramburu,"['la_liga', 'copa_del_rey']",42,3282,1,0,1
1a2df32c,Juan Arango,['la_liga'],2,18,0,0,0
2bef2bca,Ronald Araújo,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",38,1630,4,0,4
94e01ec6,Jesús Areso,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",35,1967,0,1,1
d80d7f17,Iñigo Arguibide,"['la_liga', 'copa_del_rey']",9,401,0,0,0
4f8a9f70,Kervin Arriaga,"['la_liga', 'copa_del_rey']",28,1577,3,3,6
13ddc856,Takuma Asano,"['la_liga', 'copa_del_rey']",23,842,1,1,2
4731cd4c,Raúl Asencio,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",34,2511,2,1,3
7dcf86f6,Iago Aspas,"['la_liga', 'europa_league', 'copa_del_rey']",48,2057,8,6,14
d139daf9,Yaser Asprilla,"['la_liga', 'super_lig', 'copa_del_rey']",24,934,1,0,1
8b9bbee3,Lander Astiazaran,"['la_liga', 'segunda_division', 'copa_del_rey']",43,2635,6,4,10
253a06b9,Ezequiel Ávila,"['la_liga', 'europa_league', 'copa_del_rey']",30,1034,3,3,6
53cad200,César Azpilicueta,['la_liga'],17,1213,0,1,1
518f2234,Álex Baena,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",46,2296,2,3,5
a1232f4e,Eric Bailly,"['la_liga', 'copa_del_rey']",16,1354,1,0,1
0af4dcf0,Cédric Bakambu,"['la_liga', 'europa_league', 'copa_del_rey']",27,1176,4,3,7
5ccc9672,Alejandro Balde,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",42,2795,0,3,3
980b7b35,Carlos Ballestero,"['la_liga', 'copa_del_rey']",2,61,0,1,1
cee88597,Iván Balliu,"['la_liga', 'conference_league', 'copa_del_rey']",25,1285,0,1,1
88ce7ddc,Roony Bardghji,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",28,881,2,4,6
aad53e64,Kike Barja,"['la_liga', 'copa_del_rey']",31,711,3,2,5
200e89e1,Ander Barrenetxea,"['la_liga', 'copa_del_rey']",34,1987,4,5,9
45736cec,Pablo Barrios,"['la_liga', 'champions_league', 'copa_del_rey']",35,2446,1,3,4
b742cc0d,Marc Bartra,"['la_liga', 'europa_league', 'copa_del_rey']",34,2499,1,0,1
fc627681,Augusto Batalla,"['la_liga', 'conference_league']",47,4230,0,1,1
3467af5a,Samu Becerra,"['la_liga', 'conference_league', 'copa_del_rey']",6,114,0,0,0
8eb55dbb,Sheraldo Becker,"['la_liga', 'bundesliga', 'copa_del_rey']",25,1314,4,5,9
50dc94ce,Donny van de Beek,['la_liga'],2,41,0,0,0
1406fae0,Luken Beitia,"['la_liga', 'segunda_division', 'copa_del_rey']",30,2467,1,1,2
e42c0f53,Ismael Bekhoucha,"['la_liga', 'copa_del_rey']",5,183,0,2,2
b8be4b5f,Rayane Belaid,['la_liga'],2,132,0,0,0
f874dd44,Héctor Bellerín,"['la_liga', 'europa_league']",29,1988,2,3,5
57d88cf9,Jude Bellingham,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",40,2720,8,5,13
ed5c5fa3,Fran Beltrán,"['la_liga', 'europa_league', 'copa_del_rey']",32,1966,1,0,1
482d2bc3,Lucas Beltrán,"['la_liga', 'copa_del_rey']",30,1600,3,2,5
9fb45456,Carlos Benavídez,"['la_liga', 'copa_del_rey']",17,662,0,0,0
50cbc806,Iker Benito,"['la_liga', 'copa_del_rey']",7,249,1,1,2
b6e50615,Yuri Berchiche,"['la_liga', 'champions_league', 'copa_del_rey']",39,3182,0,6,6
dc1c2fce,Álex Berenguer,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",40,2813,2,4,6
b59c2a92,Lucas Bergström,"['la_liga', 'copa_del_rey']",7,630,0,0,0
29117812,Marc Bernal,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",33,1317,5,1,6
697295b1,Pedro Bigas,"['la_liga', 'copa_del_rey']",29,2108,1,3,4
636247ca,Veljko Birmančević,"['la_liga', 'conference_league']",12,469,0,1,1
506daeac,Antonio Blanco,"['la_liga', 'copa_del_rey']",39,3234,2,3,5
691bef82,Daley Blind,['la_liga'],31,2606,0,0,0
fcc7ecb4,Adam Boayar,"['la_liga', 'copa_del_rey']",11,445,3,1,4
e7992f7b,Adama Boiro,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",24,1539,0,0,0
21b7baee,Javier Boñar,['la_liga'],4,299,1,0,1
89becc10,Rahim Bonkano,"['la_liga', 'copa_del_rey']",28,1776,0,0,0
04f9c45f,Thiago Borbas,"['la_liga', 'serie_a_bra']",31,759,1,1,2
08576297,Sebastián Boselli,"['la_liga', 'copa_libertadores']",15,713,0,0,0
d49f3e6b,Lucas Boyé,"['la_liga', 'copa_del_rey']",31,1998,11,1,12
3a99bc13,Enzo Boyomo,"['la_liga', 'copa_del_rey']",31,2662,1,2,3
d4a2533d,Josip Brekalo,"['la_liga', 'copa_del_rey', 'dfb_pokal']",16,582,1,0,1
40b6bd38,Abel Bretones,"['la_liga', 'copa_del_rey']",30,1753,1,2,3
66d0860c,Brugui,"['la_liga', 'copa_del_rey']",20,1090,1,2,3
3aca6420,Tajon Buchanan,"['la_liga', 'champions_league', 'copa_del_rey']",43,2326,7,1,8
8f3565b3,Ante Budimir,"['la_liga', 'copa_del_rey']",40,3001,19,0,19
c5642098,Manu Bueno,"['la_liga', 'copa_del_rey']",10,429,0,1,1
53440b64,Pau Cabanes,['la_liga'],1,16,0,0,0
de204fbb,Jorge Cabello,"['la_liga', 'segunda_division', 'copa_del_rey']",29,2420,0,0,0
69cbc8b6,Leandro Cabrera,['la_liga'],37,3330,3,0,3
94e2d031,Miguel Calatayud,['la_liga'],2,43,0,0,0
c84af55e,Calebe,"['la_liga', 'serie_a_bra', 'copa_libertadores', 'copa_del_rey']",31,1217,1,0,1
41b3069f,Fernando Calero,"['la_liga', 'copa_del_rey']",29,2238,0,0,0
94f8d10c,Duje Ćaleta-Car,"['la_liga', 'copa_del_rey']",32,2628,1,0,1
dd672e1f,Dani Calvo,"['la_liga', 'copa_del_rey']",21,1731,0,0,0
89b1ce31,Dawda Camara,"['la_liga', 'segunda_division', 'copa_del_rey']",38,1812,5,1,6
7b9c2d84,Eduardo Camavinga,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",43,2200,2,1,3
873619c6,Sergio Camello,"['la_liga', 'conference_league', 'copa_del_rey']",37,1449,7,4,11
bd6351cd,João Cancelo,"['la_liga', 'saudi_pro_league', 'champions_league', 'copa_del_rey']",25,1604,2,3,5
e1846dde,Dani Cárdenas,"['la_liga', 'copa_del_rey']",8,750,0,0,0
74e90475,Sergi Cardona,"['la_liga', 'champions_league', 'copa_del_rey']",42,2649,1,4,5
4a5839fa,Fábio Cardoso,"['la_liga', 'copa_del_rey']",5,385,0,0,0
7426f085,Johnny Cardoso,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",30,1712,1,0,1
3ce20eda,David Carmo,['la_liga'],22,1786,1,0,1
2dce876a,Carmona,"['la_liga', 'copa_del_rey']",38,2722,1,3,4
8d6a9c93,Sergio Carreira,"['la_liga', 'europa_league', 'copa_del_rey']",45,3515,2,1,3
32fd34d7,Gorka Carrera,"['la_liga', 'segunda_division', 'copa_del_rey']",42,3071,15,3,18
33a68b9b,Álvaro Carreras,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",40,3398,2,3,5
4958bfb2,Dani Carvajal,"['la_liga', 'champions_league', 'copa_del_rey']",23,1090,0,1,1
2ef08833,Marc Casado,"['la_liga', 'champions_league', 'copa_del_rey']",34,1405,0,1,1
b339cacc,Lluc Castell,['la_liga'],1,19,0,0,0
fd06e61d,Castrin,"['la_liga', 'copa_del_rey']",21,1390,1,0,1
e28868f3,Jonny Castro,"['la_liga', 'copa_del_rey']",37,3107,0,0,0
274ab13c,Catena,"['la_liga', 'copa_del_rey']",38,3249,3,2,5
e2e9c250,Santi Cazorla,['la_liga'],28,940,0,1,1
c0617e2b,Dani Ceballos,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",23,830,0,0,0
33d87e32,Lucas Cepeda,"['la_liga', 'copa_libertadores']",16,925,2,0,2
881551a4,Jorge Cestero,"['la_liga', 'champions_league', 'copa_del_rey']",5,115,0,0,0
c998f00f,Ilyas Chaira,"['la_liga', 'copa_del_rey']",37,2469,6,2,8
63c5e56b,Pep Chavarría,"['la_liga', 'conference_league', 'copa_del_rey']",44,3523,1,3,4
1cb49278,Andreas Christensen,"['la_liga', 'champions_league', 'copa_del_rey']",18,551,1,0,1
ec1a731e,Víctor Chust,"['la_liga', 'copa_del_rey']",33,2301,1,0,1
9a0408b6,Pathé Ciss,"['la_liga', 'conference_league', 'copa_del_rey']",43,3120,2,3,5
ad9fdbf3,Santiago Colombatto,"['la_liga', 'copa_del_rey']",33,2129,0,1,1
15937e17,Eray Cömert,"['la_liga', 'copa_del_rey']",21,1727,2,1,3
5ae499d0,Santi Comesaña,"['la_liga', 'champions_league', 'copa_del_rey']",44,3143,5,6,11
0f26ffd7,Copete,"['la_liga', 'copa_del_rey']",24,1907,0,0,0
7dd27351,Iván Corralejo,"['la_liga', 'copa_del_rey']",3,44,0,0,0
c78b352d,Thierry Correia,"['la_liga', 'copa_del_rey']",25,1449,0,2,2
493e1869,Alvaro Cortes,['la_liga'],1,90,0,0,0
106984ac,Paco Cortés,"['la_liga', 'segunda_division', 'copa_del_rey']",22,861,3,0,3
0b3358f0,Coba da Costa,"['la_liga', 'belgian_pro_league', 'copa_del_rey']",21,659,0,1,1
bfb2056e,Logan Costa,['la_liga'],2,30,0,0,0
76c2a023,Samu Costa,"['la_liga', 'copa_del_rey']",36,2801,7,2,9
545e2f01,David Costas,['la_liga'],25,2066,1,0,1
1840e36d,Thibaut Courtois,"['la_liga', 'champions_league', 'supercopa_de_espana']",45,4005,0,2,2
a56da3ba,Juan Cruz Armada,"['la_liga', 'copa_del_rey']",19,994,0,0,0
cc7888f3,Pau Cubarsí,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",48,3971,1,0,1
1b859ffc,Miguel Cubo,['la_liga'],2,50,1,0,1
71b47ab9,Cucho,"['la_liga', 'europa_league', 'copa_del_rey']",40,3113,15,3,18
a9ab3b32,Pablo Cuñat,"['la_liga', 'copa_del_rey']",5,450,0,0,0
f383db39,Damián,['la_liga'],3,151,0,0,0
f08490a6,Arnaut Danjuma,"['la_liga', 'copa_del_rey']",34,1815,4,3,7
070a3904,Sergi Darder,"['la_liga', 'copa_del_rey']",40,2712,1,5,6
3caec016,Davinchi,['la_liga'],14,700,0,0,0
5a7301ae,Leander Dendoncker,['la_liga'],19,1330,1,0,1
0ec1841b,Nelson Deossa,"['la_liga', 'europa_league', 'concacaf_champions_cup', 'copa_del_rey']",37,1833,1,1,2
41463424,Ibrahim Diabaté,['la_liga'],10,578,2,0,2
7fd1abc5,Bambo Diaby,"['la_liga', 'segunda_division', 'copa_del_rey']",14,795,0,0,0
d2110326,Mouctar Diakhaby,"['la_liga', 'copa_del_rey']",9,588,1,0,1
f522d7ec,Grady Diangana,"['la_liga', 'copa_del_rey']",21,948,1,0,1
698f11e3,Moussa Diarra,"['la_liga', 'belgian_pro_league', 'copa_del_rey']",17,1362,0,0,0
2163e29b,Alassane Diatta,"['la_liga', 'champions_league']",2,89,0,0,0
407feb71,Brahim Díaz,"['la_liga', 'champions_league']",42,1673,2,7,9
423680ee,Daniel Díaz,"['la_liga', 'segunda_division', 'copa_del_rey']",33,1216,4,1,5
4f1678a5,Julio Diaz,['la_liga'],4,310,0,1,1
eea5130e,Pedro Díaz,"['la_liga', 'conference_league', 'copa_del_rey']",46,2283,1,3,4
fc70e345,Stole Dimitrievski,"['la_liga', 'copa_del_rey']",24,2190,0,0,0
b6160ad0,Matías Dituro,"['la_liga', 'copa_del_rey']",26,2370,0,0,0
a4971d84,Djené,['la_liga'],34,2578,0,0,0
ac295d9e,Marko Dmitrović,['la_liga'],37,3330,0,0,0
ce967905,Tyrhys Dolan,"['la_liga', 'copa_del_rey']",38,2448,2,5,7
54880c9b,Marc Domenech,"['la_liga', 'segunda_division', 'copa_del_rey']",17,487,1,1,2
3521abfe,Carlos Dominguez,"['la_liga', 'europa_league', 'copa_del_rey']",13,928,0,0,0
5e95c000,John Donald,"['la_liga', 'copa_del_rey']",23,875,1,0,1
93090f69,Domingos Duarte,"['la_liga', 'copa_del_rey']",35,2993,1,1,2
6db116ec,Pablo Durán,"['la_liga', 'europa_league', 'copa_del_rey']",40,1876,5,2,7
37e103f8,Hugo Duro,"['la_liga', 'copa_del_rey']",41,2201,11,1,12
49a605df,Claudio Echeverri,"['la_liga', 'bundesliga', 'champions_league']",28,900,1,1,2
a801669e,Ovie Ejaria,['la_liga'],8,200,0,0,0
e7f3e8a7,Chidera Ejuke,"['la_liga', 'copa_del_rey']",29,1026,1,1,2
01cc0c90,Unai Elgezabal,"['la_liga', 'copa_del_rey']",13,1022,2,1,3
f7dc2ae5,Aritz Elustondo,"['la_liga', 'copa_del_rey']",20,880,0,1,1
a2728fbf,Endrick,"['la_liga', 'ligue_1', 'champions_league', 'europa_league', 'copa_del_rey', 'coupe_de_france']",24,1722,8,7,15
67669ce7,Aarón Escandell,['la_liga'],36,3240,0,1,1
f67df468,Xavi Espart,"['la_liga', 'champions_league']",6,193,0,0,0
d7d3c5f3,Carlos Espí,"['la_liga', 'copa_del_rey']",27,1443,13,0,13
db001fa9,Alfonso Espino,"['la_liga', 'conference_league', 'copa_del_rey']",44,2273,4,1,5
5b4a3e76,Marco Esteban,['la_liga'],1,45,0,0,0
f0f499ea,Karl Etta Eyong,"['la_liga', 'copa_del_rey']",34,1689,7,4,11
283c7121,Edu Expósito,"['la_liga', 'copa_del_rey']",38,2599,1,6,7
bed68338,Abde Ezzalzouli,"['la_liga', 'europa_league', 'copa_del_rey']",43,3162,15,10,25
8c593db1,Omar Falah,['la_liga'],1,14,0,0,0
38126309,Aleix Febas,"['la_liga', 'copa_del_rey']",37,3250,2,2,4
15d0c248,Luiz Felipe,"['la_liga', 'conference_league', 'copa_del_rey']",17,1094,0,0,0
e5d01ecf,Kiko Femenía,"['la_liga', 'copa_del_rey']",29,2040,1,1,2
a01c3d54,Aitor Fernández,"['la_liga', 'copa_del_rey']",6,556,0,0,0
5eeaca99,Dro Fernández,"['la_liga', 'ligue_1', 'champions_league']",18,836,1,1,2
9b72de8f,Manu Fernández,"['la_liga', 'europa_league', 'copa_del_rey']",19,1117,0,0,0
ce46e850,Pelayo Fernandez,"['la_liga', 'segunda_division', 'copa_del_rey']",13,1032,1,0,1
c981fc98,Roberto Férnandez,"['la_liga', 'copa_del_rey']",40,2441,7,3,10
00322f0d,Thiago Fernández,['la_liga'],16,817,0,4,4
285ff324,Toni Fernández,['la_liga'],1,45,0,0,0
c705cdc4,Álvaro Fidalgo,"['la_liga', 'liga_mx', 'europa_league', 'concacaf_champions_cup', 'leagues_cup', 'copa_del_rey']",38,2592,4,0,4
24f59bb2,Junior Firpo,"['la_liga', 'europa_league', 'copa_del_rey']",16,995,0,2,2
2a8d62fc,Nicolas Fonseca,"['la_liga', 'liga_mx', 'leagues_cup']",36,2272,0,0,0
d6ed4376,Álex Forés,"['la_liga', 'copa_del_rey']",19,458,0,2,2
82927de4,Pablo Fornals,"['la_liga', 'europa_league', 'copa_del_rey']",51,3691,9,8,17
2e31f3a6,Héctor Fort,"['la_liga', 'copa_del_rey']",17,624,3,2,5
c81b26e2,Fortuño,"['la_liga', 'copa_del_rey']",3,270,0,0,0
45e17712,Dimitri Foulquier,"['la_liga', 'copa_del_rey']",19,1402,0,0,0
6c7762c3,Juan Foyth,"['la_liga', 'champions_league', 'copa_del_rey']",18,1310,0,0,0
3e78a188,Alejandro Francés,"['la_liga', 'copa_del_rey']",25,1206,0,2,2
754f150b,Alex Freeman,"['la_liga', 'major_league_soccer', 'leagues_cup', 'us_open_cup']",46,3421,6,6,12
38ce1150,Jorge de Frutos,"['la_liga', 'conference_league', 'copa_del_rey']",51,3287,11,2,13
a4b00319,Javi Galán,"['la_liga', 'champions_league', 'copa_del_rey']",28,2044,0,2,2
91f7631f,Iñigo Ruiz de Galarreta,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",46,2722,1,3,4
c2731c10,Conor Gallagher,"['la_liga', 'premier_league', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",45,2315,4,2,6
20c88f8f,Facundo Garcés,['la_liga'],10,793,0,0,0
90bbd822,Álvaro García,"['la_liga', 'conference_league', 'copa_del_rey']",48,3012,9,9,18
500cbe76,Eder García,['la_liga'],2,38,0,0,0
2bed3eab,Eric García,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",51,3941,1,1,2
7226539b,Fran Garcia,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",23,1354,1,1,2
74c2d562,Gonzalo García,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",39,1482,8,3,11
a97fe191,Hugo García,['la_liga'],1,8,0,0,0
87b498b0,Joan García,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",45,4041,0,0,0
9925419c,Pablo Garcia,"['la_liga', 'europa_league', 'copa_del_rey']",25,730,2,1,3
5c96b017,Rubén García,"['la_liga', 'copa_del_rey']",39,2369,2,7,9
6636496a,Víctor García,"['la_liga', 'copa_del_rey']",23,1220,2,2,4
86087757,Federico Gattoni,['la_liga'],1,10,0,0,0
19cae58d,Gavi,"['la_liga', 'champions_league']",13,698,0,1,1
63d17038,Paulo Gazzaniga,"['la_liga', 'copa_del_rey']",36,3192,0,0,0
1d72c7a5,Mourad El Ghezouani,"['la_liga', 'liga_mx']",26,1600,3,1,4
7b5ab7f2,Bryan Gil,"['la_liga', 'copa_del_rey']",30,1633,0,3,3
5a626448,Moi Gómez,"['la_liga', 'copa_del_rey']",29,1481,1,2,3
01e5f06e,Sergio Gómez,"['la_liga', 'copa_del_rey']",43,3259,0,6,6
37db6cae,Unai Gómez,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",37,1436,2,1,3
0394c2ee,Valentín Gómez,"['la_liga', 'europa_league', 'copa_libertadores', 'copa_del_rey']",46,3314,1,0,1
2cfb6e88,Hugo González,"['la_liga', 'copa_del_rey']",2,72,0,0,0
2374aaca,Nicolás González,"['la_liga', 'serie_a', 'champions_league', 'copa_del_rey']",39,1932,5,0,5
c4f5eb61,Urko González,"['la_liga', 'copa_del_rey']",38,2748,0,1,1
6f5f82c0,Andoni Gorosabel,"['la_liga', 'champions_league', 'copa_del_rey']",34,2051,0,2,2
4f3bbb10,Jon Gorrotxategi,"['la_liga', 'copa_del_rey']",37,2633,1,3,4
5192bf16,Mikel Goti,"['la_liga', 'segunda_division', 'copa_del_rey']",22,1080,3,0,3
df69b544,Antoine Griezmann,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",56,2875,14,8,22
0076ab7f,Nemanja Gudelj,"['la_liga', 'copa_del_rey']",37,2550,2,0,2
e6bc67d7,Gonçalo Guedes,"['la_liga', 'copa_del_rey']",39,2318,9,8,17
3828f130,Javier Guerra,"['la_liga', 'copa_del_rey']",40,2350,4,6,10
1707d9c6,Daniel Guerrero,"['la_liga', 'europa_league']",2,24,0,0,0
8e48dc61,Ander Guevara,"['la_liga', 'copa_del_rey']",30,1011,1,1,2
7155e3e1,Pape Gueye,"['la_liga', 'champions_league', 'copa_del_rey']",39,2821,5,2,7
3741ca58,Arda Güler,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",51,3232,6,14,20
ac454a4f,Gerard Gumbau,"['la_liga', 'conference_league', 'copa_del_rey']",41,1833,2,4,6
4c0a6a48,Jon Guridi,"['la_liga', 'copa_del_rey']",33,1423,0,0,0
6b5ea2f4,Gorka Guruzeta,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",48,3273,17,3,20
4fac8f81,Dávid Hancko,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",49,4073,3,3,6
e0979e74,Haissem Hassan,"['la_liga', 'copa_del_rey']",38,2022,0,3,3
e19c989c,Jorge Herrando,"['la_liga', 'copa_del_rey']",32,1923,0,1,1
a4995f48,Sergio Herrera,['la_liga'],37,3284,0,0,0
5083a734,Yangel Herrera,"['la_liga', 'copa_del_rey']",16,674,0,0,0
e258d67a,Asier Hierro,"['la_liga', 'champions_league']",4,75,0,0,0
139560df,Omar El Hilali,"['la_liga', 'copa_del_rey']",37,2916,0,3,3
69ca346f,Ali Houary,"['la_liga', 'segunda_division', 'copa_del_rey']",19,1051,1,1,2
87278bce,Dean Huijsen,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",40,3032,2,2,4
3701906c,Pablo Ibáñez,"['la_liga', 'copa_del_rey']",41,2408,1,1,2
53551b98,Stanis Idumbo,"['la_liga', 'ligue_1', 'champions_league', 'coupe_de_france']",13,329,1,1,2
974322dc,Iglesias,"['la_liga', 'copa_del_rey']",38,3214,1,3,4
75645f0e,Borja Iglesias,"['la_liga', 'europa_league', 'copa_del_rey']",50,2703,18,3,21
7bbcff4d,Luka Ilić,"['la_liga', 'copa_del_rey']",20,805,2,0,2
a0b4bb3e,Isco,"['la_liga', 'europa_league']",9,241,1,1,2
f9756b6a,Urko Izeta,"['la_liga', 'copa_del_rey']",16,356,1,0,1
2ceb58ab,Jairo Izquierdo,['la_liga'],1,24,0,0,0
4737cebe,Adnan Januzaj,"['la_liga', 'copa_del_rey']",13,389,2,0,2
2f5c78ca,Mikel Jauregizar,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",49,3802,3,2,5
aa2aab45,David Jiménez,"['la_liga', 'copa_del_rey']",4,242,0,0,0
030ef8d6,Jofre,"['la_liga', 'copa_del_rey']",27,991,1,0,1
1bacc518,Frenkie de Jong,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",38,2575,1,8,9
2a0c8ba4,Joan Jordán,"['la_liga', 'copa_del_rey']",5,167,0,0,0
5b28b2f6,Josan,"['la_liga', 'copa_del_rey']",23,849,0,4,4
6ad43f9a,Mateo Joseph,"['la_liga', 'copa_del_rey']",30,1712,2,3,5
84399660,Juanmi,"['la_liga', 'copa_del_rey']",11,392,5,2,7
d0530e29,Luiz Lúcio Reis Júnior,"['la_liga', 'champions_league']",33,2970,0,0,0
7111d552,Vinicius Júnior,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",53,4235,22,10,32
2a9f6b4d,Ferran Jutglà,"['la_liga', 'europa_league', 'copa_del_rey']",44,2274,10,3,13
32e2163d,Justin-Noël Kalumba,"['la_liga', 'ligue_1']",7,305,0,0,0
a6fbfa77,Abu Kamara,"['la_liga', 'championship', 'efl_cup', 'copa_del_rey']",16,445,0,0,0
6a7353d7,Willy Kambwala,['la_liga'],2,86,0,0,0
211589b8,Jon Karrikaburu,"['la_liga', 'copa_del_rey']",8,160,0,0,0
e897d8ba,Kiké,"['la_liga', 'copa_del_rey']",39,1884,10,1,11
55126f3b,Koke,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",56,3603,2,3,5
fc076f78,Luca Koleosho,"['la_liga', 'ligue_1', 'copa_del_rey', 'coupe_de_france']",23,869,3,1,4
57c151e4,Ville Koski,['la_liga'],5,282,0,0,0
4d1666ff,Jules Koundé,"['la_liga', 'champions_league', 'copa_del_rey', 'supercopa_de_espana']",47,3528,3,4,7
a8b266ff,Lancinet Kourouma,"['la_liga', 'copa_del_rey']",7,253,0,0,0
2659a508,Goduine Koyalipou,"['la_liga', 'ligue_1', 'copa_del_rey']",27,1060,4,1,5
66daeaf7,Vladyslav Krapyvtsov,"['la_liga', 'copa_del_rey']",3,256,0,0,0
5b5c2228,Ladislav Krejčí,"['la_liga', 'premier_league', 'fa_cup', 'efl_cup']",34,2851,2,1,3
