fbref_id,ime,tekmovanja,tekme,min,goli,asistence,G+A
cb4a63dd,Noa Mikić,['europa_league'],2,135,0,0,0
46152b69,Josip Mišić,['europa_league'],10,899,0,2,2
31fdd656,Jeyland Mitchell,['europa_league'],7,227,0,0,0
e83d5f45,Joel Monteiro,['europa_league'],7,393,3,0,3
00953a9d,Mikey Moore,['europa_league'],7,288,0,0,0
642d1963,Dane Murray,['europa_league'],4,122,0,0,0
cf8469d2,Felix Myhre,['europa_league'],6,482,0,1,1
f3294c3d,Idan Nachmias,['europa_league'],2,135,0,0,0
1c81fe04,Barnabás Nagy,['europa_league'],1,38,0,0,0
244a31b9,Anton Nedyalkov,['europa_league'],9,781,0,0,0
cd4959d1,Ivan Nevistić,['europa_league'],5,450,0,0,0
5a7691af,Siyabonga Ngezana,['europa_league'],8,694,1,0,1
f44485db,Ion Nicolaescu,['europa_league'],2,47,0,0,0
f166b57c,Vinícius Nogueira,['europa_league'],2,77,0,0,0
df0bcb4e,Adam Novák,['europa_league'],1,1,0,0,0
8a7b6337,Itamar Noy,['europa_league'],6,321,0,0,0
d6ebf67f,Benjamin Nygren,['europa_league'],10,615,4,1,5
c8cf8f64,Callum O'Dowda,['europa_league'],8,464,0,1,1
9a129e64,Darius Olaru,['europa_league'],7,508,1,0,1
e7ee38c3,Robin Olsen,['europa_league'],3,270,0,0,0
f26834c7,Karim Onisiwo,['europa_league'],6,118,0,0,0
61606249,Callum Osmand,['europa_league'],1,45,0,0,0
2e1e3952,Darío Osorio,['europa_league'],8,481,0,2,2
b1c75d84,Bence Ötvös,['europa_league'],10,456,1,1,2
be855308,Sergio Padt,['europa_league'],3,270,0,0,0
3a4c9e5c,Fredrik Pallesen Knudsen,['europa_league'],9,796,0,0,0
9c87af24,Jan Paluska,['europa_league'],3,247,0,0,0
14765ed1,Jiří Panoš,['europa_league'],3,141,1,0,1
b3f31b62,Alexandru Pantea,['europa_league'],6,391,0,1,1
f3fa599d,Paulinho,['europa_league'],1,24,1,0,1
e04cd5f2,Dominik Pech,['europa_league'],7,239,0,0,0
c4941340,Thore Pedersen,['europa_league'],10,347,0,0,0
8b0d9f35,Pedrinho,['europa_league'],8,656,0,1,1
e2a302a8,Dor Peretz,['europa_league'],8,538,0,0,0
7c762839,Matteo Perez Vinlöf,['europa_league'],5,302,0,0,0
a2f2d806,Aleksandar Pešić,['europa_league'],3,87,1,0,1
e5a61a51,Dennis Politic,['europa_league'],6,140,0,0,0
39ef0e95,Mihai Popescu,['europa_league'],2,180,0,0,0
a31206f0,Octavian-George Popescu,['europa_league'],6,237,0,0,0
dacda55d,Risto Radunović,['europa_league'],7,585,0,2,2
e1647c6d,Toon Raemaekers,['europa_league'],11,990,0,0,0
99047b00,Elías Rafn Ólafsson,['europa_league'],10,930,0,0,0
56208b05,Anthony Ralston,['europa_league'],5,177,0,0,0
dba1f190,Nicolas Raskin,['europa_league'],8,690,0,1,1
283699b4,Jacob Rasmussen,['europa_league'],6,540,0,0,0
fb3236a7,Rayan Raveloson,['europa_league'],7,516,1,0,1
f96218d2,Lars Remmem,['europa_league'],1,6,0,0,0
e8725774,Roy Revivo,['europa_league'],8,673,1,0,1
fbe1cf6b,Alejandro Rodriguez,"['europa_league', 'coupe_de_france']",4,44,1,0,1
fef20ac5,Julio Romão,['europa_league'],9,372,0,0,0
1c6f0559,Otto Rosengren,['europa_league'],4,345,0,1,1
a6d339fa,Colin Rosler,['europa_league'],7,630,0,0,0
69dcf317,Filip Rózga,['europa_league'],6,283,0,1,1
90573602,Kevin Rüegg,['europa_league'],4,158,0,0,0
65dd54e6,Mirko Salvi,['europa_league'],2,135,0,0,0
fc0cb041,Alvyn Sanches,['europa_league'],5,271,0,0,0
d3c59d4e,Mads Sande,['europa_league'],4,33,0,0,0
1c96ad85,Marcelo Saracchi,['europa_league'],4,157,0,0,0
4b5ed2f7,Liam Scales,['europa_league'],9,810,1,0,1
6fe5c35b,Alexander Schlager,['europa_league'],7,630,0,0,0
53af52f3,Kasper Schmeichel,['europa_league'],9,810,0,0,0
cc97904b,Dominik Schmid,['europa_league'],7,602,0,0,0
82d73da1,Jannik Schuster,['europa_league'],3,270,0,0,0
03e7a498,Japhet Sery,['europa_league'],3,226,0,0,0
bd9b9a48,Ido Shahar,['europa_league'],7,232,0,0,0
6421ec64,Xherdan Shaqiri,['europa_league'],8,561,3,2,5
c7d67f45,Raz Shlomo,['europa_league'],7,528,0,0,0
f209b81e,Arnór Sigurðsson,['europa_league'],1,60,0,0,0
9375889d,Tiago Silva,['europa_league'],1,22,0,0,0
f91fa277,Aral Şimşir,['europa_league'],10,543,1,3,4
7e118f84,Jimmy Sinclair,['europa_league'],2,10,0,0,0
a48635b8,Viljami Sinisalo,['europa_league'],1,90,0,0,0
792a9d41,Issouf Sissokho,['europa_league'],6,445,0,0,0
bed7af30,Iasonas Skarlatidis,['europa_league'],1,18,0,0,0
0c574b7f,Adrian Skogmar,['europa_league'],7,500,0,0,0
1bf434a5,Rhodri Smith,['europa_league'],1,15,0,0,0
765b7bfc,Alexandr Sojka,['europa_league'],2,54,0,0,0
c429a42d,Marko Soldo,['europa_league'],6,196,0,0,0
e1453b38,Joachim Soltvedt,['europa_league'],5,271,1,1,2
037dbd30,Son,['europa_league'],10,816,2,0,2
58561779,Marin Šotiček,['europa_league'],6,181,0,1,1
39c0c75b,Cheick Souaré,['europa_league'],10,822,1,0,1
f57dbfe7,Salifou Soumah,['europa_league'],4,122,0,0,0
312d7b42,John Souttar,['europa_league'],5,405,0,0,0
2942aabf,Karel Spáčil,['europa_league'],7,547,2,0,2
df186227,Yanik Spalt,['europa_league'],1,9,0,0,0
27e6fbbc,Petar Stanic,['europa_league'],10,856,7,1,8
54dd7308,Dujon Sterling,['europa_league'],1,33,0,0,0
dbb01b92,Luka Stojkovic,['europa_league'],9,421,2,0,2
f91e81c9,Jens Stryger Larsen,['europa_league'],6,531,0,0,0
1dd28816,Sven Šunta,['europa_league'],1,3,0,0,0
b2d26e0a,Adrian Șut,['europa_league'],4,270,0,0,0
cecdc759,Gábor Szalai,['europa_league'],6,469,0,0,0
953c30b0,Jakob Sørensen,['europa_league'],10,833,1,0,1
b175c21c,Florin Tănase,['europa_league'],6,377,1,0,1
f8349128,Stefan Târnovanu,['europa_league'],7,551,0,0,0
be765073,James Tavernier,['europa_league'],7,613,1,0,1
7bf8ad6c,Bernard Tekpetey,['europa_league'],6,262,0,1,1
3ef0a2d7,Aleksa Terzić,['europa_league'],5,441,1,1,2
15d03141,Sotiris Terzis,['europa_league'],1,1,0,0,0
6b994195,Kévin Théophile-Catherine,['europa_league'],2,135,0,0,0
f64d606b,Mamadou Thiam,['europa_league'],8,376,1,0,1
fce2302c,Kieran Tierney,['europa_league'],9,711,0,1,1
af37bb23,Mihai Toma,['europa_league'],2,70,1,0,1
c00001e5,Fran Topić,['europa_league'],4,243,0,1,1
584fee1f,Sebastian Tounekti,['europa_league'],10,652,0,0,0
77816c91,Bénie Traoré,['europa_league'],6,359,0,1,1
f0dfc52e,Tim Trummer,['europa_league'],5,241,0,0,0
cddf767b,Auston Trusty,['europa_league'],7,630,2,0,2
888a17c0,Emanuel Tsimba,['europa_league'],2,9,0,0,0
5e5273eb,Keigo Tsunemoto,['europa_league'],3,225,0,0,0
32943220,Matej Valenta,['europa_league'],8,503,0,2,2
9bcf2816,Moris Valinčić,['europa_league'],5,480,0,2,2
4773e7ca,Cardoso Varela,['europa_league'],8,195,1,0,1
023a32ea,Stefano Vecchia,['europa_league'],3,33,0,0,0
7cb9de24,Olivier Verdon,['europa_league'],10,761,1,1,2
e8ef59da,Yorbe Vertessen,['europa_league'],7,391,3,0,3
599ab970,Caio Vidal,['europa_league'],10,835,0,1,1
5360a956,Gabriel Vidovic,['europa_league'],7,193,0,0,0
cde52ef5,Iván Villar,"['europa_league', 'copa_del_rey']",5,510,0,0,0
01becd60,Alan Virginius,['europa_league'],5,240,0,0,0
d5aac0e9,Denis Višinský,['europa_league'],10,459,1,0,1
88d56da3,Nicolas Vouilloz,['europa_league'],5,333,0,0,0
0d4ceb32,Matěj Vydra,['europa_league'],7,331,1,0,1
d38e5d6b,Luca Weinhandl,['europa_league'],2,150,0,0,0
67db5f7f,Florian Wiegele,['europa_league'],6,570,0,0,0
7b9ecf02,Gregory Wüthrich,['europa_league'],4,279,0,2,2
a517aa82,Sagiv Yehezkel,['europa_league'],5,265,0,0,0
639ea276,Ivan Yordanov,['europa_league'],4,138,1,0,1
91c75917,Kadan Young,['europa_league'],1,13,0,1,1
154a757b,Mousslim Youssouf,['europa_league'],1,12,0,0,0
47dbe004,Kristoffer Zachariassen,['europa_league'],10,591,2,1,3
83e4643e,Miha Zajc,['europa_league'],10,695,0,1,1
a874de91,Christian Zawieschitzky,['europa_league'],1,90,0,0,0
3712dc42,Arlet Zé,['europa_league'],1,57,0,0,0
88345985,Marko Zebić,['europa_league'],1,4,0,0,0
b0186b1d,Adrian Zeljković,['europa_league'],7,103,0,0,0
1e330270,Lukáš Zima,['europa_league'],2,165,0,0,0
aefa3050,Tanguy Zoukrou,['europa_league'],6,361,0,0,0
13597461,Andrej Đurić,['europa_league'],4,256,0,0,0
c9bc334c,Kristal Abazaj,['conference_league'],6,140,0,0,0
93940d4e,Hamza Abdallah,['conference_league'],2,10,0,0,0
54ffc227,Karlo Abramović,['conference_league'],5,265,1,0,1
5b32de88,Sławomir Abramowicz,['conference_league'],6,570,0,0,0
7b4fdb8e,Fiton Ademi,['conference_league'],3,32,0,0,0
eb2d5948,Adriano,['conference_league'],7,430,0,1,1
2093823e,Daniel Adu-Adjei,['conference_league'],10,601,4,0,4
bc5fc7b6,Yannick Agnero,['conference_league'],10,178,1,0,1
e08ba522,Saad Agouzoul,['conference_league'],6,443,0,0,0
0cba37d1,Ghali Ahmad,['conference_league'],8,490,2,0,2
6449f935,Ange Ahoussou,['conference_league'],6,540,0,0,0
3ac4ee49,Matheus Aiás,['conference_league'],8,379,1,1,2
7dd0416b,Alban Ajdini,['conference_league'],6,182,0,0,0
d140b047,Almir Ajzeraj,['conference_league'],8,465,1,0,1
b8468b4f,Adamu Alhassan,['conference_league'],7,330,0,0,0
d26ee8de,Alisson,['conference_league'],6,436,3,0,3
4781c7d0,Zlatan Alomerović,['conference_league'],8,750,0,0,0
e134b9f9,Romeo Amane,['conference_league'],6,452,0,0,0
37568bd3,Michael Ameyaw,['conference_league'],8,701,0,1,1
e5e6cf52,Silas Andersen,['conference_league'],6,516,1,1,2
e0dfe720,Evangelos Andreou,['conference_league'],6,400,0,0,0
e0c0d8d4,Panayiotis Andreou,['conference_league'],4,348,0,0,0
4a7078f9,Ángel,['conference_league'],4,238,0,0,0
d75479ab,Karol Angielski,['conference_league'],3,53,1,0,1
38d9ce53,Janis Antiste,['conference_league'],5,248,1,0,1
1230f564,Clinton Antwi,['conference_league'],7,495,1,1,2
b94b8be1,Adil Aouchiche,['conference_league'],5,374,0,0,0
264858e0,Anton Ari Einarsson,['conference_league'],6,540,0,0,0
90705eb3,Doni Arifi,['conference_league'],6,480,0,1,1
97333cf5,Stuart Armstrong,['conference_league'],5,297,0,0,0
841beda7,Zoran Arsenić,['conference_league'],1,31,0,0,0
0f21773f,Mike Arthur,['conference_league'],3,13,0,0,0
2fa05705,Martin Atemengue,['conference_league'],3,107,0,0,0
81b6f216,Derrick Atta Agyei,['conference_league'],1,8,0,0,0
2d6e752a,Shaisen Attard,['conference_league'],2,27,0,0,0
e8dcb664,Jonas Auer,['conference_league'],4,224,0,1,1
14a55fe3,Rafał Augustyniak,['conference_league'],5,374,2,0,2
3890d3c0,Artem Avanesyan,['conference_league'],1,3,0,0,0
fb0d4df2,Milot Avdyli,['conference_league'],10,419,1,1,2
e3e9bd54,Ibrahim Ayew,['conference_league'],1,32,0,0,0
dd95af65,Irakli Azarov,['conference_league'],4,341,0,1,1
74012055,Juraj Badelj,['conference_league'],4,360,0,0,0
af041fb8,Ștefan Baiaram,['conference_league'],5,303,1,0,1
49d399d5,Riad Bajić,['conference_league'],8,576,2,0,2
83d961d1,Kenan Bajrić,['conference_league'],6,527,0,0,0
238af7dc,Liridon Balaj,['conference_league'],7,324,1,2,3
ed33f42d,Tudor Băluță,['conference_league'],4,197,0,0,0
99847dc0,Nicușor Bancu,['conference_league'],5,450,0,0,0
307d36e6,Péter Baráth,['conference_league'],10,580,0,1,1
b41a6e6e,Alfonso Barco,['conference_league'],4,339,0,0,0
7e4ba54d,Hrvoje Barišić,['conference_league'],3,258,0,0,0
61280da6,Cian Barrett,['conference_league'],1,45,0,0,0
9b2e7c8f,Paddy Barrett,['conference_league'],6,540,0,0,0
28c2d647,Tigran Barseghyan,['conference_league'],5,352,0,1,1
fad7ab27,Luca-Constantin Basceanu,['conference_league'],2,21,0,0,0
bf12c9d0,Laurit Behluli,['conference_league'],1,90,0,0,0
76987501,Łukasz Bejger,['conference_league'],10,888,0,0,0
7300a331,Egzon Bejtulai,['conference_league'],8,720,0,0,0
714ffae7,Nicky Beloko,['conference_league'],7,318,0,0,0
b047bb3b,Dean Benamar,['conference_league'],1,62,0,0,0
25cde772,Leo Bengtsson,['conference_league'],8,272,1,0,1
614c1695,Michal Beran,['conference_league'],9,790,0,0,0
beb11e3d,Theo Bergvall,['conference_league'],1,10,0,0,0
ee833569,Etrit Berisha,['conference_league'],5,450,0,0,0
dcdfa2dc,Wahan Biczachczian,['conference_league'],4,90,1,0,1
6ae97147,Nemanja Bilbija,['conference_league'],5,363,2,0,2
b2c1af55,Kristian Bilovar,['conference_league'],1,90,0,0,0
a6e092ea,Aron Bjarnason,['conference_league'],5,205,0,0,0
0b7dce08,Ognjen Bjeličić,['conference_league'],6,539,0,0,0
c2b11050,César Blackman,['conference_league'],6,518,1,0,1
57fdfae8,Vladislav Blanuta,['conference_league'],3,48,1,0,1
b330c3b5,Eric Boakye,['conference_league'],8,543,0,0,0
418fdf44,Matija Boben,['conference_league'],1,11,0,0,0
4e12af69,Bruno Bogojević,['conference_league'],3,77,0,0,0
b6ca3ab3,Bendegúz Bolla,['conference_league'],3,241,0,0,0
7713c72a,Valerii Bondar,['conference_league'],10,900,0,0,0
415568b5,Artem Bondarenko,['conference_league'],7,273,1,0,1
896a4c4e,Henry Bonello,['conference_league'],6,540,0,0,0
e726b9ed,Sean Boyd,['conference_league'],4,199,0,0,0
36adbbe0,Jonatan Braut Brunes,['conference_league'],8,660,3,1,4
696197fb,Volodymyr Brazhko,['conference_league'],2,105,0,0,0
1184ae54,Radim Breite,['conference_league'],5,355,0,1,1
3d688b46,Yan Brice Eteki,['conference_league'],8,532,0,0,0
219df4aa,Rron Broja,['conference_league'],4,192,0,0,0
d68e3575,Isak Brusberg,['conference_league'],5,270,1,0,1
eaeefc50,Marko Bulat,['conference_league'],6,229,0,1,1
1629ce68,Marco Burch,['conference_league'],2,180,0,0,0
0daa8ef1,Tyler Burey,['conference_league'],3,89,0,0,0
bc227f51,Graham Burke,['conference_league'],6,292,3,2,5
7e51a717,Simun Butic,['conference_league'],1,25,0,0,0
3a686640,Nathan Butler-Oyedeji,['conference_league'],8,451,1,0,1
b8814868,Vitaliy Buyalskyi,['conference_league'],3,179,1,1,2
488ed820,Enzo Cabrera,['conference_league'],5,115,0,0,0
9d82b0a7,Evan Caffrey,['conference_league'],6,231,0,0,0
58e5818f,Ivan Čalušić,['conference_league'],3,253,0,0,0
ffccfd40,Ryan Camenzuli,['conference_league'],5,450,0,0,0
7969d27f,Lee Casciaro,['conference_league'],1,11,0,0,0
39f7c6fe,Ben Casey,"['conference_league', 'fa_cup']",2,31,0,0,0
28685101,David Castro,['conference_league'],2,48,0,0,0
33ec696b,Marijan Ćavar,['conference_league'],5,69,0,0,0
9da06449,Jovan Čađenović,['conference_league'],6,177,0,1,1
0f3e2072,Yerson Chacón,['conference_league'],2,101,0,1,1
40382c9b,Ellis Chapman,['conference_league'],2,24,0,0,0
137e78cc,Anastasios Chatzigiovannis,['conference_league'],8,251,0,0,0
8f905aed,Kacper Chodyna,['conference_league'],4,189,0,0,0
f96d6299,Andreas Christou,['conference_league'],2,92,0,0,0
cdafb19d,Alexandru Cicâldău,['conference_league'],6,458,1,0,1
9cebd6ce,Ibrahim Cissé,['conference_league'],6,525,1,0,1
088059d8,Trevor Clarke,['conference_league'],1,19,0,0,0
d5dafedb,Leighton Clarkson,['conference_league'],4,209,0,0,0
bcdc8055,Daniel Cleary,['conference_league'],6,509,0,0,0
54f6c6f8,Kyle Clinton,['conference_league'],1,10,0,0,0
bfde3de5,Antonio Čolak,['conference_league'],6,279,1,0,1
f7646971,Rafael Compri,['conference_league'],6,520,0,1,1
e42c53b6,Ali Coote,['conference_league'],3,80,0,0,0
8b0b02c9,Duje Čop,['conference_league'],4,102,0,0,0
2d3f7367,Ante Ćorić,['conference_league'],6,379,1,0,1
67b7357e,Senou Coulibaly,['conference_league'],5,412,0,0,0
adc49832,Mark Coyle,['conference_league'],6,407,0,0,0
52d320d4,Alexandru Crețu,['conference_league'],5,167,0,1,1
e9543ec7,Sandro Cruz,['conference_league'],4,355,0,0,0
2f8e326a,Olivier Custodio,['conference_league'],7,433,0,0,0
9cfa4d3f,Mario Čuže,['conference_league'],6,375,1,0,1
360d7ed3,Albert Dabiqaj,['conference_league'],8,720,2,0,2
7640ee5e,Boubacar Dabo,['conference_league'],6,426,0,0,0
62cf5c04,Pontus Dahbo,['conference_league'],4,212,0,0,0
54e0c0cc,Vitalie Damașcan,['conference_league'],4,127,1,0,1
559d7f8a,Papa Daniel,['conference_league'],7,292,0,0,0
234204f4,Tiago Dantas,['conference_league'],10,690,0,3,3
bd44949d,Tjay De Barr,['conference_league'],6,540,1,1,2
dfc2c8ee,Furkan Demir,['conference_league'],6,391,0,1,1
f7292503,Mladen Devetak,['conference_league'],9,724,0,0,0
5b891ca7,Nicky Devlin,['conference_league'],6,458,1,0,1
49d733f5,Gaoussou Diakite,['conference_league'],7,533,2,0,2
f21c478a,Alpha Diounkou,['conference_league'],6,281,0,1,1
36158205,Artūr Dolžnikov,['conference_league'],7,201,0,0,0
ac1ef440,Alfie Dorrington,"['conference_league', 'fa_cup']",5,342,0,0,0
20910907,Alex Douglas,['conference_league'],2,110,0,0,0
7a0e6d79,Dawid Drachal,['conference_league'],7,230,0,0,0
8c5506ec,Vladyslav Dubinchak,['conference_league'],4,295,0,1,1
2a56f239,Duje Dujmović,['conference_league'],8,720,1,0,1
1994703a,Andres Dumitrescu,['conference_league'],1,9,0,0,0
3aafa049,Eder,['conference_league'],5,276,0,0,0
d874b374,Eguinaldo,['conference_league'],8,386,1,1,2
a1c5b23e,Carel Eiting,['conference_league'],6,274,0,0,0
9f74c39b,Godswill Ekpolo,['conference_league'],7,553,0,0,0
a80b9f76,Kauã Elias,['conference_league'],10,711,2,3,5
554cf0f0,Juergen Elitim,['conference_league'],3,123,0,0,0
254aae6a,Marcelina Emerson,['conference_league'],5,434,0,0,0
6d16c6a6,Santiago Eneme,['conference_league'],6,161,0,0,0
680227aa,Gustav Engvall,['conference_league'],2,180,0,0,0
016cb21b,Luis Enrique Palma,['conference_league'],10,729,2,2,4
0319d9a8,Novica Erakovic,['conference_league'],6,374,0,0,0
e3590d64,Monday Etim,['conference_league'],4,242,1,0,1
ab11c58a,Ewandro,['conference_league'],7,422,0,1,1
54bb5c3f,Fabiano,['conference_league'],3,270,0,0,0
14c9445d,Mouad El Fanis,['conference_league'],5,189,1,0,1
9b5849b8,Maryan Faryna,['conference_league'],1,2,0,0,0
03b8f96e,Timothy Fayulu,['conference_league'],5,450,0,0,0
6407ce4d,Hélder Ferreira,['conference_league'],8,692,0,1,1
660047ba,Kiril Fesiun,['conference_league'],4,360,0,0,0
2b0ea809,Imran Fetai,['conference_league'],8,706,0,0,0
78d458eb,Bryan Fiabema,['conference_league'],2,66,0,0,0
1b109f0e,Borna Filipović,['conference_league'],3,166,0,0,0
39859fa1,Leon Flach,['conference_league'],8,460,0,0,0
45b0b661,Sékou Fofana,['conference_league'],6,329,0,1,1
858cdc27,Sidoine Fogning,['conference_league'],1,1,0,0,0
f620b04f,Lassina Franck Traoré,['conference_league'],4,71,0,0,0
e030ce13,Toni Fruk,['conference_league'],10,845,5,0,5
63e50c5a,Rory Gaffney,['conference_league'],5,375,0,0,0
1afd1dd2,Artur Gajdoš,['conference_league'],3,66,0,0,0
4cb950ea,Sean Gannon,['conference_league'],4,184,0,0,0
2d435205,Matias Garcia,['conference_league'],4,251,0,0,0
b32e4a5e,Antonio García Montero,['conference_league'],6,477,0,0,0
cf0c17d9,Nauzet García,['conference_league'],1,90,0,0,0
05bffdb1,Paul Gartler,['conference_league'],2,180,0,0,0
2f6986a1,Valentín Gasc,['conference_league'],2,180,0,0,0
3efe2f63,Arnór Gauti Jónsson,['conference_league'],5,343,0,0,0
424fb6e1,Baboucarr Gaye,['conference_league'],8,720,0,0,0
c90e9dcf,David Gerasimou,['conference_league'],1,7,0,0,0
b8fcc881,Ayman El Ghobashy,['conference_league'],3,42,0,0,0
9fc0ac41,Ali Gholizadeh,['conference_league'],6,257,0,0,0
4469d741,Alaa Ghram,['conference_league'],6,424,0,0,0
d568a665,Daniel Gleiber,['conference_league'],1,25,0,0,0
3ebf8868,Jérémie Gnali,['conference_league'],5,450,0,0,0
51ffa295,Amer Gojak,['conference_league'],7,347,0,1,1
077d455e,Paulius Golubickas,['conference_league'],3,106,0,0,0
a5a6f083,Marlon Gomes,['conference_league'],7,407,1,2,3
ef183aff,Kike Gómez,['conference_league'],6,331,2,0,2
5c78cb9e,Claude Gonçalves,['conference_league'],2,91,0,0,0
fb903561,Lee Grace,['conference_league'],4,273,0,0,0
d97b8ab2,Danny Grant,['conference_league'],5,382,1,0,1
ba1c139e,Aaron Greene,['conference_league'],2,17,0,0,0
1baadfc5,Oniks Grezda,['conference_league'],2,18,0,0,0
814d7ead,Alen Grgić,['conference_league'],4,161,0,0,0
b0151137,Lukas Grgic,['conference_league'],4,277,0,0,0
9d6fbf9a,Amin-Elias Gröller,['conference_league'],3,152,0,0,0
9d739099,Eduardo Guerrero,['conference_league'],5,345,1,0,1
7f24d8d9,Tobias Gulliksen,['conference_league'],6,315,0,0,0
1df0c0b9,Robert Gumny,['conference_league'],5,134,0,0,0
59412618,Höskuldur Gunnlaugsson,['conference_league'],6,518,1,0,1
e93d8d1a,Yahav Gurfinkel,['conference_league'],2,65,0,0,0
f8695195,Michał Gurgul,['conference_league'],8,640,0,1,1
d7556379,Simon Gustafson,['conference_league'],6,540,0,1,1
44400941,Luís Gustavo Ledes,['conference_league'],8,750,0,1,1
d43d6d94,Emmanuel Gyamfi,['conference_league'],2,41,0,0,0
08c995bd,Matěj Hadaš,['conference_league'],8,674,0,0,0
a0844b86,Merlin Hadzi,['conference_league'],1,63,0,0,0
eb3cf40c,Daniel Håkans,['conference_league'],1,30,0,0,0
d2bdf86c,Taneli Hämäläinen,['conference_league'],6,463,0,0,0
4dd7212c,Assad Al Hamalawi,['conference_league'],5,350,1,1,2
c76153e5,Hovhannes Hambardzumyan,['conference_league'],5,162,1,0,1
9dc0fa97,Johan Hammar,['conference_league'],4,97,1,0,1
1372964b,Jaylan Hankins,['conference_league'],5,450,0,0,0
5c397195,Lukáš Haraslín,['conference_league'],7,430,2,1,3
8cb44651,Hovhannes Harutyunyan,['conference_league'],2,4,0,0,0
53d88a37,Matt Healy,['conference_league'],5,436,0,1,1
bdf45350,Niklas Hedl,['conference_league'],4,360,0,0,0
335ca491,Arttu Heinonen,['conference_league'],1,12,0,0,0
27f0ddef,Filip Helander,['conference_league'],6,540,0,1,1
d676dd35,Sivert Heltne Nilsen,['conference_league'],2,32,0,0,0
64aadf6b,Pedro Henrique,['conference_league'],9,737,1,1,2
e93d8ed1,Jack Henry-Francis,['conference_league'],6,446,0,0,0
bd8c7618,Harry Hilvenius,['conference_league'],1,45,0,0,0
233228b2,Anton Hlushchenko,['conference_league'],2,55,0,0,0
a5c20dfb,Samuel Holm,['conference_league'],4,56,0,0,0
301683da,Joshua Honohan,['conference_league'],2,180,0,0,0
a6d31fc7,Lyes Houri,['conference_league'],5,77,0,0,0
d4daad00,Darko Hrka,['conference_league'],9,538,1,1,2
02f89311,Tomáš Huk,['conference_league'],1,90,0,0,0
93241bd1,Anel Husic,['conference_league'],6,528,0,0,0
1ece9553,Rahim Ibrahim,['conference_league'],5,292,1,0,1
3591dde4,Salifu Ibrahim,['conference_league'],1,13,0,0,0
b2b6f061,Besart Ibraimi,['conference_league'],8,437,0,1,1
65bbfba3,Danylo Ihnatenko,['conference_league'],5,387,0,0,0
7278d31a,Jesús Imaz,['conference_league'],7,584,3,0,3
3ac21d90,Davíð Ingvarsson,['conference_league'],5,403,1,0,1
cc553e10,Petros Ioannou,['conference_league'],3,182,0,0,0
4c2fa917,Nikita Iosifov,['conference_league'],10,855,2,1,3
8053129f,Pavlo Isenko,['conference_league'],6,540,0,0,0
0c3057a9,Mikael Ishak,['conference_league'],10,737,8,1,9
c67eec1c,Drilon Islami,['conference_league'],2,135,0,0,0
81c6b877,Taofeek Ismaheel,['conference_league'],10,529,3,3,6
8bbb51f2,Antonio Ivancic,['conference_league'],7,382,0,0,0
1668b4b1,Đorđe Ivanović,['conference_league'],8,594,1,0,1
d2fa73e7,Ivi,['conference_league'],4,164,0,1,1
4cdcbc14,Filip Jagiełło,['conference_league'],5,267,0,1,1
96f4ebc0,Marin Jakoliš,['conference_league'],6,277,0,0,0
c94ec3ed,Slobodan Jakovljević,['conference_league'],3,270,1,0,1
60f8dfdc,Niko Janković,['conference_league'],3,43,0,0,0
bd4e074e,Omar Janneh,['conference_league'],2,144,1,1,2
7ddcbe4e,Dominik Janošek,['conference_league'],2,65,0,0,0
d1943c8b,Artur Jędrzejczyk,['conference_league'],1,90,0,0,0
a1947492,Alexander Jensen,['conference_league'],4,345,0,0,0
ef12775e,Florjan Jevšenak,['conference_league'],4,118,0,0,0
fe9801b8,Joe,['conference_league'],3,201,0,1,1
4648b0da,Kristinn Jónsson,['conference_league'],5,342,1,0,1
f36c432f,Stevan Jovetić,['conference_league'],3,86,0,0,0
bd4e3824,Kamil Jóźwiak,['conference_league'],2,102,0,0,0
eb165b37,Juanje,['conference_league'],6,158,0,2,2
4b1cdf49,Ante Jurič,['conference_league'],7,221,0,0,0
04656087,Tomi Juric,['conference_league'],2,13,0,0,0
57a08bc3,Lorik Kaba Jakupi,['conference_league'],1,1,0,0,0
390eb94b,Vladyslav Kabayev,['conference_league'],4,308,2,1,3
79c90e45,Pavel Kadeřábek,['conference_league'],6,426,0,1,1
b3dcc2cf,Kaan Kairinen,['conference_league'],6,485,0,0,0
e0f95e0c,Enzo Kana-Biyik,['conference_league'],3,85,0,1,1
3f3c941a,Steve Kapuadi,['conference_league'],4,360,0,0,0
7364c4d1,Bartosz Kapustka,['conference_league'],5,316,1,2,3
540c9a17,Ercan Kara,['conference_league'],6,399,0,0,0
cccb7c4f,Goran Karaćić,['conference_league'],6,540,0,0,0
1bd5735a,Oleksandr Karavayev,['conference_league'],4,273,0,0,0
840d45e2,Viktor Karl Einarsson,['conference_league'],6,431,0,1,1
b11b006c,Žan Karničnik,['conference_league'],6,464,1,0,1
a81f4896,Guram Kashia,['conference_league'],6,495,1,1,2
2df56d51,Sean Kavanagh,['conference_league'],1,13,0,0,0
881fb89d,Daniel Kelly,['conference_league'],6,219,0,0,0
afafa848,Memija Kerim,['conference_league'],6,347,0,0,0
986a32ad,Topi Keskinen,['conference_league'],5,269,0,1,1
43623c81,Amine Khammas,['conference_league'],2,180,0,0,0
72103498,George King,['conference_league'],1,75,0,0,0
ff711ca2,Fotios Kitsos,['conference_league'],4,360,0,0,0
c2a30c01,Jan Kliment,['conference_league'],5,325,0,0,0
